"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"CH","2025-04-13","90.1","2.55","5.82","Crochet, Garrett",676070,676979,,"ball",,,,,12,"Ball","R","R","L","CWS","BOS","B",,,1,0,2025,"1.29","0.74","1.35","3.15",,,681460,1,6,"Bot",,,,,,,-5.7961465395650755,-131.05662048177481,-2.226648509855549,16.088906766980056,29.26896938161213,-23.45455375689516,"3.06","1.47",,,,"90.8",2190,"6.9",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.61",,,,,,,,42,2,"Changeup",0,2,0,2,2,0,0,2,"Standard","Standard",125,"0.013","0.068",,,,"-0.068",,-2,-2,0.272,0.272,26,26,26,27,2,1,5,2,6,2,"2.09","1.29","-1.29","28.9",,,,,
"FF","2025-04-13","97.3","2.73","5.92","Crochet, Garrett",676070,676979,,"ball",,,,,11,"Ball","R","R","L","CWS","BOS","B",,,0,0,2025,"1.14","1.1","-1.45","2.81",,,681460,1,6,"Bot",,,,,,,-13.936254298048395,-140.91038432650927,-5.334043050149485,18.484279078091724,33.32500236097778,-16.43890936526647,"3.08","1.46",,,,"97.7",2591,"6.9",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.64",,,,,,,,42,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",129,"0.006","0.035",,,,"-0.035",,-2,-2,0.266,0.266,26,26,26,27,2,1,5,2,6,2,"1.34","1.14","-1.14","28.9",,,,,
"FC","2025-04-13","89.1","2.55","6.18","Crochet, Garrett",642136,676979,"field_out","hit_into_play",,,,,6,"Matt Thaiss flies out to second baseman Kristian Campbell.","R","L","L","CWS","BOS","X",4,"fly_ball",0,1,2025,"-0.05","0.41","0.49","2.53",,,681460,0,6,"Bot",166.33,121.83,,,,,-4.9838007662847685,-129.75372681487622,-3.8786595006299853,0.37179187213310755,25.038076227503154,-26.923989524530242,"3.29","1.49",218,"86.7",55,"89.9",2658,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.93",0.015,0.017,"0",1,0,0,3,41,2,"Cutter",0,2,0,2,2,0,0,2,"Standard","Standard",205,"-0.046","-0.199","75.4","7.7",0.024,"0.199","88.0",-2,-2,0.312,0.312,26,30,26,30,2,1,5,3,6,2,"2.44","-0.05","-0.05","35.4",13.573952643604727,-10.571600440161923,26.533199653841418,29.836647237099022,38.451128163659405
"SI","2025-04-13","96.4","2.81","5.88","Crochet, Garrett",642136,676979,,"foul",,,,,12,"Foul","R","L","L","CWS","BOS","S",,,0,0,2025,"1.86","0.61","0.86","3",,,681460,0,6,"Bot",,,,,,,-9.527771417213671,-139.94976927113234,-3.4127448766457293,26.686912709608574,35.119239695068615,-23.61145179761806,"3.29","1.49",,,,"97",2480,"7",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.5",,,,,,,,41,1,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",131,"-0.008","-0.043","60.6","5.3",,"0.043",,-2,-2,0.32,0.32,26,30,26,30,2,1,5,3,6,2,"1.88","1.86","1.86","26.7",-19.67373061063216,54.405557057215056,28.89814128599952,25.093661815326843,10.950918314548222
"FF","2025-04-13","95.2","2.6","5.92","Crochet, Garrett",681460,676979,"walk","ball",,,,,11,"Brooks Baldwin walks.","R","R","L","CWS","BOS","B",,,3,1,2025,"0.95","1.29","-0.87","2.71",,,,0,6,"Bot",,,,,,,-11.259169017894434,-138.0902948676186,-5.656593511625168,14.718182039582379,32.972315183541106,-14.48242745822509,"3.25","1.56",,,,"95.1",2555,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.9",,0.691497,"0.7",1,0,0,,40,5,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",140,"0.036","0.262",,,,"-0.262",,-2,-2,0.284,0.284,26,24,26,25,2,1,5,1,6,3,"1.25","0.95","-0.95","25.5",,,,,
"FF","2025-04-13","96.2","2.83","5.94","Crochet, Garrett",681460,676979,,"called_strike",,,,,3,"Called Strike","R","R","L","CWS","BOS","S",,,3,0,2025,"0.86","1.29","0.69","2.96",,,,0,6,"Bot",,,,,,,-7.6664933451311095,-139.84414735227494,-5.232501538558796,13.058705023846997,33.44116710702768,-14.28310708564882,"3.37","1.56",,,,"96.5",2480,"6.7",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.84",,,,,,,,40,4,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",132,"-0.012","-0.09",,,,"0.09",,-2,-2,0.296,0.296,26,24,26,25,2,1,5,1,6,3,"1.19","0.86","-0.86","25.3",,,,,
"FC","2025-04-13","89.7","2.72","6.14","Crochet, Garrett",681460,676979,,"ball",,,,,12,"Ball","R","R","L","CWS","BOS","B",,,2,0,2025,"-0.35","0.3","1.39","3.02",,,,0,6,"Bot",,,,,,,-2.5623274980267805,-130.72525592030559,-2.454085418059041,-3.5058797996505278,24.96897036470636,-28.433386907400063,"3.25","1.53",,,,"90.3",2579,"6.3",778338,665966,671213,692225,608324,596115,680776,678882,677800,"54.15",,,,,,,,40,3,"Cutter",0,2,0,2,2,0,0,2,"Standard","Standard",160,"0.018","0.152",,,,"-0.152",,-2,-2,0.278,0.278,26,24,26,25,2,1,5,1,6,3,"2.5","-0.35","0.35","32.0",,,,,
"FF","2025-04-13","96","2.5","6.14","Crochet, Garrett",681460,676979,,"ball",,,,,12,"Ball","R","R","L","CWS","BOS","B",,,1,0,2025,"0.69","1.65","0.49","3.66",,,,0,6,"Bot",,,,,,,-6.929606207728574,-139.50550332906425,-4.661788610088318,10.731005680915935,36.66637833266182,-9.866089666670396,"3.33","1.55",,,,"96.2",2486,"6.9",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.64",,,,,,,,40,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",142,"0.012","0.077",,,,"-0.077",,-2,-2,0.266,0.266,26,24,26,25,2,1,5,1,6,3,"0.86","0.69","-0.69","31.4",,,,,
"FF","2025-04-13","94.6","2.81","6.02","Crochet, Garrett",681460,676979,,"ball",,,,,12,"Ball","R","R","L","CWS","BOS","B",,,0,0,2025,"0.64","1.13","0.83","3.97",,,,0,6,"Bot",,,,,,,-6.619964249051485,-137.55385147475022,-2.11014044730348,9.723291016930904,35.09838303132586,-17.633508094231694,"3.34","1.48",,,,"94.3",2360,"6.5",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.99",,,,,,,,40,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",136,"0.006","0.041",,,,"-0.041",,-2,-2,0.26,0.26,26,24,26,25,2,1,5,1,6,3,"1.45","0.64","-0.64","27.6",,,,,
"ST","2025-04-13","82.8","2.62","6.2","Crochet, Garrett",805367,676979,"strikeout","swinging_strike",,,,,7,"Chase Meidroth strikes out swinging.","R","R","L","CWS","BOS","S",2,,1,2,2025,"-1.01","0.3","-0.31","1.64",,,,2,5,"Bot",,,,,,,-4.725951009960453,-120.33426432267417,-4.3632380142851295,-8.471799041085028,28.796826062063435,-28.514686127961987,"3.3","1.5",,,,"82.3",2498,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.91",,0,"0",1,0,0,,33,4,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",307,"-0.011","-0.182","69.7","7.9",,"0.182",,0,0,0.511,0.511,26,23,26,24,2,1,5,1,6,2,"3.1","-1.01","1.01","41.9",26.247558842002345,-34.42657945005584,34.38299046414768,37.3118974457653,53.48054155253635
"FC","2025-04-13","88.9","2.52","6.16","Crochet, Garrett",805367,676979,,"called_strike",,,,,12,"Called Strike","R","R","L","CWS","BOS","S",,,1,1,2025,"-0.14","0.38","0.88","2.63",,,,2,5,"Bot",,,,,,,-3.7713562603358444,-129.47583319940128,-3.452814395261236,-0.7406085926942845,27.208581544312977,-27.36266829330201,"3.22","1.47",,,,"89.5",2686,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.88",,,,,,,,33,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",218,"-0.003","-0.062",,,,"0.062",,0,0,0.514,0.514,26,23,26,24,2,1,5,1,6,2,"2.5","-0.14","0.14","37.1",,,,,
"FF","2025-04-13","95.6","2.83","5.95","Crochet, Garrett",805367,676979,,"called_strike",,,,,7,"Called Strike","R","R","L","CWS","BOS","S",,,1,0,2025,"0.85","1.35","-0.68","1.82",,,,2,5,"Bot",,,,,,,-11.190453929372493,-138.57739377111457,-8.264084357829683,13.525171427432346,33.292910744892204,-12.987354012971986,"3.21","1.38",,,,"95.6",2585,"6.7",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.82",,,,,,,,33,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",132,"-0.003","-0.054",,,,"0.054",,0,0,0.517,0.517,26,23,26,24,2,1,5,1,6,2,"1.18","0.85","-0.85","30.5",,,,,
"FC","2025-04-13","92.2","2.63","6.2","Crochet, Garrett",805367,676979,,"ball",,,,,12,"Ball","R","R","L","CWS","BOS","B",,,0,0,2025,"-0.37","0.79","1.2","2.55",,,,2,5,"Bot",,,,,,,-2.8390446134706435,-134.37508922744178,-5.360349988584746,-4.1558445628382366,21.97415111823973,-21.700845088044012,"3.02","1.27",,,,"94",2701,"6.7",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.76",,,,,,,,33,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",175,"0.002","0.037",,,,"-0.037",,0,0,0.515,0.515,26,23,26,24,2,1,5,1,6,2,"1.83","-0.37","0.37","34.2",,,,,
"FF","2025-04-13","96.9","3.09","5.93","Crochet, Garrett",572191,676979,"strikeout","foul_tip",,,,,6,"Michael A. Taylor strikes out on a foul tip.","R","R","L","CWS","BOS","S",2,,0,2,2025,"0.9","1.15","0.75","2.42",,,,1,5,"Bot",,,,,,,-8.326685181553948,-140.71944419769375,-6.458730573169598,13.872831577281769,32.50154452190545,-15.521174331162015,"3.53","1.67",,,,"97.1",2487,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.93",,0,"0",1,0,0,,32,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",127,"-0.014","-0.163","65.8","6.3",,"0.163",,0,0,0.529,0.529,26,34,26,34,2,1,5,1,6,2,"1.29","0.9","-0.9","25.7",-1.5973124727001136,24.46696972905904,32.443139405397055,47.77282425536853,14.637593344619386
"FF","2025-04-13","96.5","2.52","6.16","Crochet, Garrett",572191,676979,,"swinging_strike",,,,,3,"Swinging Strike","R","R","L","CWS","BOS","S",,,0,1,2025,"0.62","1.51","0.31","3.63",,,,1,5,"Bot",,,,,,,-7.35966326132185,-140.3003943922271,-4.586827050639428,9.960030647038412,33.26632669960218,-11.385189254644432,"3.53","1.67",,,,"96.8",2495,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.87",,,,,,,,32,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",142,"-0.005","-0.052","68.3","6.2",,"0.052",,0,0,0.534,0.534,26,34,26,34,2,1,5,1,6,2,"0.95","0.62","-0.62","31.4",5.964163785486252,22.222525951739634,27.42992503092341,42.45968794333383,16.396339324271153
"FF","2025-04-13","96.3","2.8","5.93","Crochet, Garrett",572191,676979,,"foul_tip",,,,,14,"Foul Tip","R","R","L","CWS","BOS","S",,,0,0,2025,"0.83","1.08","0.84","2.24",,,,1,5,"Bot",,,,,,,-7.173465297044802,-139.93526588363065,-6.730356784723026,12.47717111329045,31.03801492205594,-16.65069009268497,"3.53","1.67",,,,"97.5",2469,"7",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.47",,,,,,,,32,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",131,"-0.003","-0.039","70.6","7.0",,"0.039",,0,0,0.537,0.537,26,34,26,34,2,1,5,1,6,2,"1.38","0.83","-0.83","26.7",8.892232109540137,17.907241715659676,33.374440530924645,50.185202484272395,15.059891247049283
"SI","2025-04-13","96.6","2.89","5.82","Crochet, Garrett",683734,676979,"field_out","hit_into_play",,,,,9,"Andrew Vaughn grounds out, second baseman Kristian Campbell to first baseman Triston Casas.","R","R","L","CWS","BOS","X",4,"ground_ball",2,2,2025,"1.34","0.75","0.8","1.78",,,,0,5,"Bot",144.18,133.16,,,,,-8.654717890691673,-140.1172138487075,-6.836289546899249,19.71966994943512,36.51305360105065,-20.78206922833089,"3.29","1.56",138,"70.5",11,"96.2",2445,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.9",0.311,0.286,"0",1,0,0,2,31,6,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",129,"-0.027","-0.232","66.9","7.6",0.34,"0.232","88.0",0,0,0.564,0.564,26,27,26,27,2,1,5,1,6,2,"1.74","1.34","-1.34","23.8",3.5625199884657985,4.776824359246899,30.024382058984354,48.64990065589222,21.986439800509
"FC","2025-04-13","89.2","2.56","6.29","Crochet, Garrett",683734,676979,,"foul",,,,,2,"Foul","R","R","L","CWS","BOS","S",,,2,2,2025,"-0.69","0.36","0.2","2.88",,,,0,5,"Bot",,,,,,,-4.390622282552535,-129.92227592876299,-3.1318603231854603,-6.815985350310703,28.042885626001397,-27.694110921945516,"3.29","1.56",175,"70.6",56,"89.7",2728,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.86",,,,,,,,31,5,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",193,"0","0","66.6","6.9",,"0","88.0",0,0,0.564,0.564,26,27,26,27,2,1,5,1,6,2,"2.51","-0.69","0.69","39.0",1.0858175973007835,13.110507215167036,24.19536822896162,39.9242298752154,21.16081203737878
"FC","2025-04-13","90.8","2.53","6.17","Crochet, Garrett",683734,676979,,"foul",,,,,5,"Foul","R","R","L","CWS","BOS","S",,,2,1,2025,"-0.43","0.59","0.13","2.63",,,,0,5,"Bot",,,,,,,-5.108027030442489,-132.1143164969234,-4.24629190676103,-3.9386981719231504,28.165056521988387,-24.557510440147443,"3.29","1.56",199,"73.8",60,"91.3",2651,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.89",,,,,,,,31,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",187,"-0.008","-0.073","71.9","7.1",,"0.073","88.0",0,0,0.572,0.572,26,27,26,27,2,1,5,1,6,2,"2.17","-0.43","0.43","32.9",2.4196326261291206,-1.9173170616157702,28.08165853178093,39.61113638143859,28.10899202119309
"FF","2025-04-13","95.4","2.81","5.93","Crochet, Garrett",683734,676979,,"ball",,,,,11,"Ball","R","R","L","CWS","BOS","B",,,1,1,2025,"0.77","1.26","-0.86","3.16",,,,0,5,"Bot",,,,,,,-11.4368472446207,-138.4693365769214,-4.487479144583953,12.439022692539508,30.805352791772975,-15.159223637541503,"3.29","1.56",,,,"95.9",2483,"6.7",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.78",,,,,,,,31,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",132,"0.006","0.055",,,,"-0.055",,0,0,0.566,0.566,26,27,26,27,2,1,5,1,6,2,"1.26","0.77","-0.77","24.8",,,,,
"FF","2025-04-13","96.5","2.86","6.1","Crochet, Garrett",683734,676979,,"ball",,,,,12,"Ball","R","R","L","CWS","BOS","B",,,0,1,2025,"0.84","1.25","1.33","3.99",,,,0,5,"Bot",,,,,,,-6.0195401543246545,-140.415258583884,-2.9080859264962355,12.461631466622839,30.5541129437259,-15.142488206438761,"3.36","1.49",,,,"97",2524,"6.5",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.99",,,,,,,,31,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",135,"0.004","0.031",,,,"-0.031",,0,0,0.562,0.562,26,27,26,27,2,1,5,1,6,2,"1.19","0.84","-0.84","29.6",,,,,
"FC","2025-04-13","88.8","2.6","6.3","Crochet, Garrett",683734,676979,,"called_strike",,,,,3,"Called Strike","R","R","L","CWS","BOS","S",,,0,0,2025,"-0.34","0.44","0.52","2.95",,,,0,5,"Bot",,,,,,,-4.397387038624009,-129.4478674429236,-3.2354144400299623,-3.157595547819236,21.38699781317403,-26.747198400550992,"3.34","1.53",,,,"90.2",2570,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.94",,,,,,,,31,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",184,"-0.005","-0.039",,,,"0.039",,0,0,0.567,0.567,26,27,26,27,2,1,5,1,6,2,"2.39","-0.34","0.34","35.8",,,,,
"FC","2025-04-13","88.1","2.64","6.21","Crochet, Garrett",672820,676979,"field_out","hit_into_play",,,,,6,"Lenyn Sosa lines out sharply to left fielder Jarren Duran.","R","R","L","CWS","BOS","X",7,"line_drive",1,0,2025,"-0.5","0.3","0.72","2.44",,,,2,4,"Bot",66.32,85.91,,,,,-3.639287714971039,-128.26555933900627,-3.6917053385776413,-4.81353124811362,26.28285728912046,-28.329098874970775,"3.37","1.63",316,"101.4",20,"88.6",2669,"6.5",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.95",0.365,0.452,"0",1,0,0,5,26,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",243,"-0.014","-0.297","77.2","8.0",0.731,"0.297","101.4",0,0,0.514,0.514,26,25,26,25,2,1,5,1,6,2,"2.63","-0.5","0.5","34.1",17.392987238361417,-9.61309992172922,26.166252415221912,44.407529012805895,40.329856711056436
"FF","2025-04-13","95.1","2.94","6.01","Crochet, Garrett",672820,676979,,"ball",,,,,12,"Ball","R","R","L","CWS","BOS","B",,,0,0,2025,"0.84","1.21","0.97","3.44",,,,2,4,"Bot",,,,,,,-7.0744363844738345,-138.35657048065275,-3.832982967479602,12.355842272318265,30.583895859818565,-15.907025411540845,"3.38","1.45",,,,"95.3",2357,"6.4",778338,665966,671213,692225,608324,596115,680776,678882,677800,"54.08",,,,,,,,26,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",135,"0.001","0.037",,,,"-0.037",,0,0,0.513,0.513,26,25,26,25,2,1,5,1,6,2,"1.31","0.84","-0.84","33.1",,,,,
"FC","2025-04-13","89.8","2.51","6.22","Crochet, Garrett",673357,676979,"field_out","hit_into_play",,,,,5,"Luis Robert Jr. pops out to first baseman Triston Casas in foul territory.","R","R","L","CWS","BOS","X",3,"popup",0,2,2025,"-0.66","0.3","-0.23","2.44",,,,1,4,"Bot",161.89,171.22,,,,,-5.391135775635207,-130.5254810111422,-3.945316346809966,-6.164508892394466,30.724464126971846,-28.045405005204657,"3.81","1.74",116,"90",63,"89.7",2647,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.93",0.013,0.011,"0",1,0,0,3,25,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",199,"-0.013","-0.163","79.2","8.4",0.013,"0.163","90.0",0,0,0.526,0.526,26,27,26,28,2,1,5,1,6,2,"2.56","-0.66","0.66","34.4",12.943000868354485,-13.65695543103813,39.4847881729862,36.17759508615606,33.56488832350688
"CH","2025-04-13","88.4","2.47","5.89","Crochet, Garrett",673357,676979,,"foul",,,,,6,"Foul","R","R","L","CWS","BOS","S",,,0,1,2025,"1.37","0.82","0.75","2.98",,,,1,4,"Bot",,,,,,,-7.112990452432577,-128.6822119583037,-2.792937249439295,16.72612946196031,25.012980105325255,-22.60925382086865,"3.81","1.74",145,"74.5",13,"89.3",2021,"6.7",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.81",,,,,,,,25,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",117,"-0.004","-0.052","75.3","8.0",,"0.052","88.0",0,0,0.53,0.53,26,27,26,28,2,1,5,1,6,2,"2.08","1.37","-1.37","26.8",11.866059297161781,-6.3058197900191315,29.224465365797855,46.09610732043351,30.16672039129921
"SI","2025-04-13","95.7","2.71","5.9","Crochet, Garrett",673357,676979,,"called_strike",,,,,6,"Called Strike","R","R","L","CWS","BOS","S",,,0,0,2025,"1.43","0.52","0.67","2.98",,,,1,4,"Bot",,,,,,,-8.640267505634865,-139.23199423967563,-3.3700892104575164,20.5113190068809,25.745282487649025,-24.818418905324354,"3.78","1.81",,,,"96.7",2401,"6.5",778338,665966,671213,692225,608324,596115,680776,678882,677800,"54",,,,,,,,25,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",136,"-0.003","-0.039",,,,"0.039",,0,0,0.533,0.533,26,27,26,28,2,1,5,1,6,2,"1.93","1.43","-1.43","27.1",,,,,
"FF","2025-04-13","96","2.81","5.98","Crochet, Garrett",678246,676979,"strikeout","called_strike",,,,,2,"Miguel Vargas called out on strikes.","R","R","L","CWS","BOS","S",2,,1,2,2025,"1.22","1.45","-0.16","3.19",,,,0,4,"Bot",,,,,,,-10.674273318984913,-139.2867101949567,-5.02948334260371,18.353046216574164,34.49266275708283,-12.332102435906423,"3.51","1.64",,,,"96",2399,"6.7",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.8",,0,"0",1,0,0,,24,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",130,"-0.02","-0.189",,,,"0.189",,0,0,0.553,0.553,26,25,26,26,2,1,5,1,6,2,"1.06","1.22","-1.22","25.2",,,,,
"FF","2025-04-13","96.2","2.63","6.13","Crochet, Garrett",678246,676979,,"foul",,,,,5,"Foul","R","R","L","CWS","BOS","S",,,1,1,2025,"0.91","1.43","0.21","2.29",,,,0,4,"Bot",,,,,,,-8.522019130762997,-139.68013146169747,-7.835955978939576,13.856864927169905,32.73370914216576,-11.882791226224853,"3.43","1.64",220,"80.1",56,"96.6",2508,"6.7",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.77",,,,,,,,24,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",137,"-0.006","-0.061","71.0","8.2",,"0.061","88.0",0,0,0.559,0.559,26,25,26,26,2,1,5,1,6,2,"1.06","0.91","-0.91","33.4",14.608791217016922,-3.527889800898838,42.21549434571189,37.8681471383082,31.928965318073423
"FF","2025-04-13","95.2","2.54","6.15","Crochet, Garrett",678246,676979,,"ball",,,,,12,"Ball","R","R","L","CWS","BOS","B",,,0,1,2025,"0.76","1.34","1.03","3.33",,,,0,4,"Bot",,,,,,,-5.679486794336224,-138.54817118103935,-4.798125349419337,11.008909813483568,30.458179834010412,-14.0562581617755,"3.49","1.63",,,,"95.5",2433,"6.4",778338,665966,671213,692225,608324,596115,680776,678882,677800,"54.06",,,,,,,,24,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",132,"0.003","0.031",,,,"-0.031",,0,0,0.556,0.556,26,25,26,26,2,1,5,1,6,2,"1.17","0.76","-0.76","30.6",,,,,
"FC","2025-04-13","88.8","2.51","6.35","Crochet, Garrett",678246,676979,,"swinging_strike",,,,,7,"Swinging Strike","R","R","L","CWS","BOS","S",,,0,0,2025,"-0.15","0.64","-0.48","2.16",,,,0,4,"Bot",,,,,,,-7.03158261547621,-129.19483520463905,-5.600477667350606,-0.27820299816715854,25.56248683100506,-24.00132254530855,"3.43","1.64",,,,"89.2",2592,"6.5",778338,665966,671213,692225,608324,596115,680776,678882,677800,"54.05",,,,,,,,24,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",162,"-0.004","-0.039","72.5","9.0",,"0.039",,0,0,0.56,0.56,26,25,26,26,2,1,5,1,6,2,"2.24","-0.15","0.15","37.2",27.257727474348005,-45.9721442037097,37.32265393643409,31.58334787574566,59.75285604400764
"SI","2025-04-13","95.3","2.73","5.82","Crochet, Garrett",676070,676979,"field_out","hit_into_play",,,,,6,"Jacob Amaya lines out to center fielder Ceddanne Rafaela.","R","R","L","CWS","BOS","X",8,"line_drive",3,2,2025,"1.49","0.39","0.48","2.38",,,,2,3,"Bot",127.64,83.99,,,,,-9.345351823718588,-138.4225268411267,-4.282711432440709,21.28676541829488,32.21026743956973,-26.335899168649444,"3.15","1.49",314,"98.8",14,"95.9",2493,"6.8",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.66",0.835,0.81,"0",1,0,0,4,20,7,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",132,"-0.014","-0.328","72.8","7.1",1.033,"0.328","98.8",0,0,0.514,0.514,26,26,26,27,1,0,5,2,6,2,"2.14","1.49","-1.49","24.9",6.706134772161923,5.41335917641094,30.30450877803998,42.32333409372717,26.61124145062984
"FF","2025-04-13","95.9","2.78","6.01","Crochet, Garrett",676070,676979,,"ball",,,,,11,"Ball","R","R","L","CWS","BOS","B",,,2,2,2025,"0.58","1.39","-1.65","2.5",,,,2,3,"Bot",,,,,,,-13.125069592193217,-138.83941552356848,-6.805006453883708,10.579130335706175,33.035028481980696,-12.701262007975537,"3.13","1.46",,,,"96.2",2521,"6.9",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.61",,,,,,,,20,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",136,"0.003","0.104",,,,"-0.104",,0,0,0.511,0.511,26,26,26,27,1,0,5,2,6,2,"1.12","0.58","-0.58","30.5",,,,,
"FF","2025-04-13","94.8","2.74","6.13","Crochet, Garrett",676070,676979,,"ball",,,,,12,"Ball","R","R","L","CWS","BOS","B",,,1,2,2025,"0.46","1.37","0.73","3.78",,,,2,3,"Bot",,,,,,,-6.2980326234388055,-137.92060960587332,-3.5141110424613267,7.365230644823274,32.69404128437937,-14.12623325151413,"3.11","1.47",,,,"95",2526,"6.6",778338,665966,671213,692225,608324,596115,680776,678882,677800,"53.95",,,,,,,,20,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",138,"0.002","0.042",,,,"-0.042",,0,0,0.509,0.509,26,26,26,27,1,0,5,2,6,2,"1.18","0.46","-0.46","30.5",,,,,
