"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-04-24","96.3","2.95","5.88","Crochet, Garrett",641487,676979,,"foul",,,,,2,"Foul","R","L","L","BOS","SEA","S",,,3,2,2025,"0.65","1.55","0.19","3.01",,810938,660844,0,2,"Top",,,,,,,-8.897086805647893,-139.84841124325158,-5.52856180030615,10.622628458141678,33.716239188789636,-10.843391116482858,"3.3","1.59",169,"77.4",62,"96.9",2397,"6.9",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.58",,,,,,,,13,8,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",141,"0","0","68.2","6.8",,"0","88.0",-1,1,0.305,0.6950000000000001,26,30,26,30,1,0,5,1,5,1,"0.94","0.65","0.65","31.4",5.704518768470852,3.252426252168762,30.396699804642772,34.48506688074724,32.4169052949016
"SI","2025-04-24","96.7","2.86","5.86","Crochet, Garrett",641487,676979,,"foul",,,,,12,"Foul","R","L","L","BOS","SEA","S",,,3,2,2025,"1.33","0.78","1.15","3.01",,810938,660844,0,2,"Top",,,,,,,-7.61718958991215,-140.59933248230877,-3.811289484174036,19.320998403389638,32.96034502349036,-21.107529623791198,"3.3","1.59",3,"34.4",-42,"97.1",2507,"6.6",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.85",,,,,,,,13,7,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",135,"0","0","69.6","7.0",,"0","88.0",-1,1,0.305,0.6950000000000001,26,30,26,30,1,0,5,1,5,1,"1.66","1.33","1.33","27.2",16.51907934607822,-18.22051284571665,24.41791822028773,22.242802435003533,42.38042052626054
"FF","2025-04-24","96.8","3","5.72","Crochet, Garrett",641487,676979,,"foul",,,,,3,"Foul","R","L","L","BOS","SEA","S",,,3,2,2025,"0.66","1.36","0.52","3.11",,810938,660844,0,2,"Top",,,,,,,-8.196292477901244,-140.69944120654122,-4.535005881263456,10.618805183405454,32.52037555190944,-13.310954425626305,"3.3","1.59",141,"73.8",69,"97.7",2503,"6.9",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.61",,,,,,,,13,6,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",131,"0","0","68.3","6.5",,"0","88.0",-1,1,0.305,0.6950000000000001,26,30,26,30,1,0,5,1,5,1,"1.09","0.66","0.66","28.7",3.5908154733625035,-1.6942577858172907,29.991582148025874,30.351034362954426,34.809107570204745
"FF","2025-04-24","97.4","2.76","5.8","Crochet, Garrett",641487,676979,,"foul",,,,,12,"Foul","R","L","L","BOS","SEA","S",,,3,1,2025,"0.8","1.07","0.99","2.73",,810938,660844,0,2,"Top",,,,,,,-6.638895540878012,-141.61826538834103,-5.202234058208768,12.26945813153723,34.22891753086378,-16.737839759167915,"3.3","1.59",7,"83.1",-22,"98",2469,"6.8",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.69",,,,,,,,13,5,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",133,"0.016","-0.142","71.4","6.7",,"0.142","88.0",-1,1,0.289,0.7110000000000001,26,30,26,30,1,0,5,1,5,1,"1.35","0.8","0.8","26.6",3.8100592023090885,-8.70738008328216,34.675485411588575,24.44980361979739,40.656768487506035
"FF","2025-04-24","95.8","2.75","5.85","Crochet, Garrett",641487,676979,,"called_strike",,,,,2,"Called Strike","R","L","L","BOS","SEA","S",,,3,0,2025,"0.32","1.01","-0.26","3",,810938,660844,0,2,"Top",,,,,,,-8.738961632291318,-139.31924355223484,-4.211872056291692,6.137948340458032,30.637083578792346,-18.301137632038746,"3.27","1.54",,,,"96.6",2496,"6.8",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.75",,,,,,,,13,4,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",131,"0.013","-0.091",,,,"0.091",,-1,1,0.276,0.724,26,30,26,30,1,0,5,1,5,1,"1.48","0.32","0.32","29.5",,,,,
"SI","2025-04-24","94.5","2.68","5.81","Crochet, Garrett",641487,676979,,"ball",,,,,12,"Ball","R","L","L","BOS","SEA","B",,,2,0,2025,"1.18","0.34","1.47","3.39",,810938,660844,0,2,"Top",,,,,,,-5.832236824827602,-137.50945876929595,-1.404075806274387,16.278819866971247,29.538302626946233,-27.704001129796193,"3.22","1.32",,,,"95.2",2344,"6.6",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.87",,,,,,,,13,3,"Sinker",1,2,2,1,2,1,2,1,"Strategic","Standard",139,"-0.019","0.185",,,,"-0.185",,-1,1,0.295,0.7050000000000001,26,30,26,30,1,0,5,1,5,1,"2.2","1.18","1.18","28.8",,,,,
"FC","2025-04-24","91.9","2.62","5.96","Crochet, Garrett",641487,676979,,"blocked_ball",,,,,13,"Ball In Dirt","R","L","L","BOS","SEA","B",,,1,0,2025,"-0.29","0.74","-1.36","0.27",,810938,660844,0,2,"Top",,,,,,,-9.477111642382827,-133.40106366113773,-10.299708694418737,-1.8980694561031846,23.230346020801765,-21.444390851037358,"3.36","1.58",,,,"93.1",2836,"6.7",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.8",,,,,,,,13,2,"Cutter",1,2,2,1,2,1,2,1,"Strategic","Standard",165,"-0.013","0.076",,,,"-0.076",,-1,1,0.308,0.692,26,30,26,30,1,0,5,1,5,1,"1.93","-0.29","-0.29","32.2",,,,,
"FF","2025-04-24","96.8","2.65","5.99","Crochet, Garrett",641487,676979,,"ball",,,,,13,"Ball","R","L","L","BOS","SEA","B",,,0,0,2025,"0.79","1.44","-0.77","0.91",,810938,660844,0,2,"Top",,,,,,,-11.009510351380827,-140.1357895246609,-11.371763917140033,12.854760258345586,30.244162255423866,-10.644456559431248,"3.28","1.5",,,,"97.5",2599,"6.9",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.65",,,,,,,,13,1,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",148,"-0.006","0.045",,,,"-0.045",,-1,1,0.314,0.6859999999999999,26,30,26,30,1,0,5,1,5,1,"1","0.79","0.79","33.7",,,,,
"FC","2025-04-24","91.7","2.69","5.95","Crochet, Garrett",660844,676979,"walk","ball",,,,,12,"Leo Rivas walks. Ben Williamson to 2nd.","R","R","L","BOS","SEA","B",,,3,2,2025,"-0.4","0.77","1.56","3.54",,,810938,0,2,"Top",,,,,,,-2.0134191404241015,-133.69858106209293,-2.012589578504164,-4.499906907554182,24.29002602206469,-22.663308034334197,"3.23","1.45",,,,"92.9",2798,"6.6",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.93",,0.691497,"0.7",1,0,0,,12,6,"Cutter",1,2,2,1,2,1,2,1,"Standard","Standard",187,"-0.042","0.34",,,,"-0.34",,-1,1,0.356,0.644,26,27,26,28,1,0,5,1,5,3,"1.9","-0.4","0.4","34.6",,,,,
"FC","2025-04-24","91.9","2.74","5.97","Crochet, Garrett",660844,676979,,"ball",,,,,12,"Ball","R","R","L","BOS","SEA","B",,,2,2,2025,"-0.25","0.59","1.5","2.51",,,810938,0,2,"Top",,,,,,,-2.6200111120678597,-133.9648355824167,-4.2896114474522244,-2.5268177277827313,26.794069353586213,-24.352666300953608,"3.22","1.44",,,,"92.7",2870,"6.5",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.98",,,,,,,,12,5,"Cutter",1,2,2,1,2,1,2,1,"Standard","Standard",175,"-0.01","0.113",,,,"-0.113",,-1,1,0.366,0.634,26,27,26,28,1,0,5,1,5,3,"2.08","-0.25","0.25","33.4",,,,,
"ST","2025-04-24","82.8","2.54","6.1","Crochet, Garrett",660844,676979,,"ball",,,,,12,"Ball","R","R","L","BOS","SEA","B",,,1,2,2025,"-1.16","-0.26","1.29","2.76",,,810938,0,2,"Top",,,,,,,-0.5983933575099657,-120.62062298538113,-0.5851050772760111,-11.149489047455619,24.66491360701651,-34.82530200437812,"3.17","1.41",,,,"83.4",2483,"6.7",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.78",,,,,,,,12,4,"Sweeper",1,2,2,1,2,1,2,1,"Standard","Standard",299,"-0.005","0.036",,,,"-0.036",,-1,1,0.371,0.629,26,27,26,28,1,0,5,1,5,3,"3.59","-1.16","1.16","40.5",,,,,
"FC","2025-04-24","92.9","2.71","6.04","Crochet, Garrett",660844,676979,,"called_strike",,,,,9,"Called Strike","R","R","L","BOS","SEA","S",,,1,1,2025,"-0.21","1.1","0.77","1.89",,,810938,0,2,"Top",,,,,,,-4.549045371275198,-135.16895581628194,-7.3575111419902495,-1.585103099522496,28.0309086088981,-17.238810572395202,"3.29","1.53",,,,"93.7",2756,"6.7",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.82",,,,,,,,12,3,"Cutter",1,2,2,1,2,1,2,1,"Standard","Standard",164,"0.006","-0.07",,,,"0.07",,-1,1,0.365,0.635,26,27,26,28,1,0,5,1,5,3,"1.53","-0.21","0.21","35.1",,,,,
"FF","2025-04-24","96.3","2.48","6.06","Crochet, Garrett",660844,676979,,"called_strike",,,,,12,"Called Strike","R","R","L","BOS","SEA","S",,,1,0,2025,"0.62","1.27","0.97","2.87",,,810938,0,2,"Top",,,,,,,-5.435514634427203,-140.11011813438853,-5.805109259610996,9.351791741695523,32.4894306437632,-14.380234574832112,"3.24","1.23",,,,"97.1",2489,"6.8",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.7",,,,,,,,12,2,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",145,"0.007","-0.048",,,,"0.048",,-1,1,0.358,0.642,26,27,26,28,1,0,5,1,5,3,"1.2","0.62","-0.62","36.6",,,,,
"SI","2025-04-24","95.5","2.72","5.88","Crochet, Garrett",660844,676979,,"ball",,,,,12,"Ball","R","R","L","BOS","SEA","B",,,0,0,2025,"1.47","0.81","1.85","3.34",,,810938,0,2,"Top",,,,,,,-5.651791092370561,-138.88116773901498,-2.8509687764743212,20.33432621614442,32.99799687214071,-21.24598544816807,"3.49","1.59",,,,"96",2472,"6.7",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.78",,,,,,,,12,1,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",136,"-0.005","0.04",,,,"-0.04",,-1,1,0.363,0.637,26,27,26,28,1,0,5,1,5,3,"1.7","1.47","-1.47","30.7",,,,,
"FC","2025-04-24","92","2.72","6.03","Crochet, Garrett",810938,676979,"single","hit_into_play",,,,,14,"Ben Williamson singles on a sharp ground ball to left fielder Jarren Duran.","R","R","L","BOS","SEA","X",7,"ground_ball",2,1,2025,"-0.3","0.85","0.02","1.36",,,,0,2,"Top",76.82,105.57,,,,,-6.195520633884718,-133.61754572189773,-7.813061044697906,-2.1848924503046305,29.904682977990717,-20.477516622899838,"3.57","1.63",73,"103.4",3,"91.9",2629,"6.4",778196,665966,671213,666152,608324,596115,680776,692225,677800,"54.05",0.575,0.541,"0.9",1,1,0,4,11,4,"Cutter",1,2,2,1,2,1,2,1,"Standard","Standard",166,"-0.031","0.392","77.0","8.1",0.657,"-0.392","103.4",-1,1,0.394,0.606,26,24,26,25,1,0,5,1,5,1,"1.86","-0.3","0.3","32.4",11.091224851999549,-3.066909741424269,44.02718368367201,36.6150651623779,29.233241071719664
"SI","2025-04-24","95.6","2.58","5.81","Crochet, Garrett",810938,676979,,"swinging_strike",,,,,8,"Swinging Strike","R","R","L","BOS","SEA","S",,,2,0,2025,"1.64","0.8","0.26","2.07",,,,0,2,"Top",,,,,,,-9.833951576138322,-138.69787798015398,-5.978650840763999,23.447592239206966,34.30383015383865,-20.66694143406131,"3.57","1.63",,,,"95.4",2509,"6.6",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.94",,,,,,,,11,3,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",134,"0.007","-0.072","76.7","7.3",,"0.072",,-1,1,0.387,0.613,26,24,26,25,1,0,5,1,5,1,"1.73","1.64","-1.64","28.5",7.548486512042199,3.1229666674020913,40.82495638716633,40.616071955180026,24.607353889030993
"FC","2025-04-24","91.9","2.5","5.97","Crochet, Garrett",810938,676979,,"ball",,,,,13,"Ball","R","R","L","BOS","SEA","B",,,1,0,2025,"-0.26","0.97","-0.41","1.23",,,,0,2,"Top",,,,,,,-6.817788439381764,-133.47634331055448,-8.238087785271558,-1.5694648647812925,29.627906309000338,-18.920912703796983,"3.6","1.59",,,,"92",2617,"6.5",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.97",,,,,,,,11,2,"Cutter",1,2,2,1,2,1,2,1,"Standard","Strategic",173,"-0.007","0.077",,,,"-0.077",,-1,1,0.394,0.606,26,24,26,25,1,0,5,1,5,1,"1.74","-0.26","0.26","32.4",,,,,
"FF","2025-04-24","96.8","2.74","5.92","Crochet, Garrett",810938,676979,,"ball",,,,,12,"Ball","R","R","L","BOS","SEA","B",,,0,0,2025,"1.21","1.46","1.45","3.32",,,,0,2,"Top",,,,,,,-6.244865951478236,-140.61304874117087,-4.617030775145668,17.486022100654584,38.387757051088926,-12.030704849735093,"3.62","1.66",,,,"96.5",2533,"6.7",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.81",,,,,,,,11,1,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",137,"-0.003","0.041",,,,"-0.041",,-1,1,0.397,0.603,26,24,26,25,1,0,5,1,5,1,"1.02","1.21","-1.21","31.6",,,,,
"FC","2025-04-24","90.6","2.82","6.01","Crochet, Garrett",456781,676979,"field_out","hit_into_play",,,,,14,"Donovan Solano grounds out, shortstop Trevor Story to first baseman Triston Casas.","R","R","L","BOS","SEA","X",6,"ground_ball",1,0,2025,"-0.45","0.64","0.85","2.12",,641598,,2,1,"Top",110.77,144.59,,,,,-3.991834217128812,-131.95366942137113,-5.2019759043475435,-4.392283531436667,27.282623810286093,-23.789263883561635,"3.16","1.47",8,"88.1",-15,"91.3",2678,"6.6",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.88",0.111,0.089,"0",1,0,0,2,6,2,"Cutter",0,2,2,0,2,0,2,0,"Standard","Standard",187,"0.027","-0.307","64.7","7.3",0.12,"0.307","88.1",-2,2,0.325,0.675,26,37,26,38,1,0,5,1,5,2,"2.12","-0.45","0.45","34.3",8.42394979576478,6.731361019750596,33.628546999363834,44.27345715524009,26.54825328524091
"FC","2025-04-24","89.7","2.65","6.07","Crochet, Garrett",456781,676979,,"ball",,,,,12,"Ball","R","R","L","BOS","SEA","B",,,0,0,2025,"-0.68","0.47","1.07","3.29",,641598,,2,1,"Top",,,,,,,-2.4850913456927253,-130.7087651261204,-1.9254103103715865,-7.344165679861581,26.962946748318497,-26.553933915116126,"3.18","1.39",,,,"90.5",2728,"6.6",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.86",,,,,,,,6,1,"Cutter",0,2,2,0,2,0,2,0,"Standard","Standard",215,"-0.001","0.019",,,,"-0.019",,-2,2,0.326,0.6739999999999999,26,37,26,38,1,0,5,1,5,2,"2.35","-0.68","0.68","34.0",,,,,
"FF","2025-04-24","96.1","2.77","6.08","Crochet, Garrett",641598,676979,"double","hit_into_play",,,,,6,"Mitch Garver doubles (1) on a sharp fly ball to center fielder Kristian Campbell. Dylan Moore scores. Randy Arozarena scores.","R","R","L","BOS","SEA","X",8,"fly_ball",1,1,2025,"0.73","1.45","0.47","2.69",,664238,668227,2,1,"Top",102.68,44.38,,,,,-7.783508772639569,-139.55209764927625,-6.631249443186745,11.416232091095782,35.247767791295026,-11.866293910546064,"3.51","1.61",386,"101.6",28,"96",2554,"6.6",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.86",0.585532258064516,1.134258064516129,"1.25",1,1,1,6,5,3,"4-Seam Fastball",0,0,0,0,2,0,2,0,"Infield shade","Standard",144,"-0.181","1.022","72.7","7.2",2.2086290322580644,"-1.022","101.6",0,0,0.507,0.493,26,34,26,34,1,0,5,1,5,2,"1.05","0.73","-0.73","34.4",15.162188903902855,-0.6439558605014979,27.820210008003492,40.69104029624333,31.349015615233427
"FC","2025-04-24","92.4","2.59","6.05","Crochet, Garrett",641598,676979,,"foul",,,,,5,"Foul","R","R","L","BOS","SEA","S",,,1,0,2025,"-0.33","0.96","0.19","2.25",,664238,668227,2,1,"Top",,,,,,,-5.414078088125608,-134.36834047691414,-6.022110086344777,-2.9084387041848014,28.332155931531993,-19.497436080518888,"3.51","1.61",,,,"93.2",2706,"6.8",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.74",,,,,,,,5,2,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",172,"0.005","-0.052","78.0","8.1",,"0.052",,0,0,0.502,0.498,26,34,26,34,1,0,5,1,5,2,"1.71","-0.33","0.33","37.8",15.185725996660894,-20.662035826803603,28.515269536344533,38.149717028306064,43.61388111268091
"FF","2025-04-24","96.1","2.67","5.95","Crochet, Garrett",641598,676979,,"ball",,,,,14,"Ball","R","R","L","BOS","SEA","B",,,0,0,2025,"0.97","1.45","1.56","1.75",,664238,668227,2,1,"Top",,,,,,,-5.189714945680447,-139.48748042256776,-8.747773149185438,13.862809691859432,36.02137642816387,-11.39228770437283,"3.55","1.59",,,,"96",2544,"6.7",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.77",,,,,,,,5,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",144,"-0.003","0.024",,,,"-0.024",,0,0,0.505,0.495,26,34,26,34,1,0,5,1,5,2,"1.06","0.97","-0.97","32.4",,,,,
"SI","2025-04-24","97.1","2.75","5.78","Crochet, Garrett",668227,676979,"walk","ball",,,,,11,"Randy Arozarena walks.","R","R","L","BOS","SEA","B",,,3,2,2025,"1.18","0.71","-1.27","2.36",,664238,,2,1,"Top",,,,,,,-13.588305665836279,-140.77513275386565,-5.266641571319338,18.828470355711982,31.82898418715206,-21.578057516094987,"3.04","1.31",,,,"97.9",2494,"6.9",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.56",,0.691497,"0.7",1,0,0,,4,9,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",138,"-0.009","0.134",,,,"-0.134",,0,0,0.514,0.486,26,30,26,30,1,0,5,1,5,2,"1.72","1.18","-1.18","28.3",,,,,
"FC","2025-04-24","91.1","2.4","6.09","Crochet, Garrett",668227,676979,,"ball",,,,,13,"Ball","R","R","L","BOS","SEA","B",,,2,2,2025,"-0.62","0.49","-2.35","2.06",,664238,,2,1,"Top",,,,,,,-10.703212714837704,-132.3739072250457,-5.3324561865353095,-5.212493549789034,26.24059532540304,-25.501634597532295,"3.15","1.39",,,,"92.2",2853,"6.9",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.62",,,,,,,,4,8,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",220,"-0.005","0.057",,,,"-0.057",,0,0,0.519,0.481,26,30,26,30,1,0,5,1,5,2,"2.25","-0.62","0.62","35.6",,,,,
"FF","2025-04-24","97.7","2.8","5.87","Crochet, Garrett",668227,676979,,"ball",,,,,12,"Ball","R","R","L","BOS","SEA","B",,,1,2,2025,"0.64","1.23","0.45","4.28",,664238,,2,1,"Top",,,,,,,-7.8403063968907905,-142.14706406383954,-1.6326026111565253,10.403862598255746,30.836114135213606,-15.24794251962211,"3.14","1.26",,,,"98.3",2481,"6.5",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.97",,,,,,,,4,7,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",145,"-0.005","0.012",,,,"-0.012",,0,0,0.524,0.476,26,30,26,30,1,0,5,1,5,2,"1.15","0.64","-0.64","28.4",,,,,
"FC","2025-04-24","92.4","2.6","6.09","Crochet, Garrett",668227,676979,,"foul",,,,,13,"Foul","R","R","L","BOS","SEA","S",,,1,2,2025,"-0.47","0.65","-1.05","1.92",,664238,,2,1,"Top",,,,,,,-8.335513317583699,-134.38675012134433,-6.33206412195574,-4.12605728613394,25.453196108264976,-23.10070690340979,"3.35","1.57",234,"94.6",59,"93.4",2848,"6.6",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.88",,,,,,,,4,6,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",200,"0","0","72.9","8.3",,"0","94.6",0,0,0.524,0.476,26,30,26,30,1,0,5,1,5,2,"1.99","-0.47","0.47","35.2",12.844375871770975,-46.00584763846993,31.541275057740062,23.029813534697652,54.02622463315842
"ST","2025-04-24","83.6","2.7","6.05","Crochet, Garrett",668227,676979,,"foul",,,,,14,"Foul","R","R","L","BOS","SEA","S",,,1,2,2025,"-1.08","-0.03","0.06","1.15",,664238,,2,1,"Top",,,,,,,-3.985094579671423,-121.6722697064716,-4.856413146668637,-9.946444308460483,24.434981526798516,-31.662104476152372,"3.35","1.57",10,"42.5",-7,"84.3",2554,"6.8",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.69",,,,,,,,4,5,"Sweeper",0,0,0,0,0,0,0,0,"Infield shade","Standard",291,"0","0","61.3","8.0",,"0","88.0",0,0,0.524,0.476,26,30,26,30,1,0,5,1,5,2,"3.29","-1.08","1.08","41.0",9.688423445368368,-39.50683433582169,20.653196807475634,37.66954185699605,59.54767691798537
"CH","2025-04-24","88.9","2.72","5.77","Crochet, Garrett",668227,676979,,"foul",,,,,12,"Foul","R","R","L","BOS","SEA","S",,,1,2,2025,"1.3","1.13","1.22","2.77",,664238,,2,1,"Top",,,,,,,-6.472614306528587,-129.1187699320497,-3.567476831190371,15.986540488922863,32.412371379204,-19.1136818852701,"3.35","1.57",213,"71.3",27,"88.9",2174,"6.8",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.65",,,,,,,,4,4,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",115,"0","0","63.5","8.3",,"0","88.0",0,0,0.524,0.476,26,30,26,30,1,0,5,1,5,2,"1.82","1.3","-1.3","28.8",19.55983831591443,-23.09557786232064,18.482093793105683,47.89028186801803,47.69789948123007
"FF","2025-04-24","97.2","2.87","6.02","Crochet, Garrett",668227,676979,,"ball",,,,,12,"Ball","R","R","L","BOS","SEA","B",,,0,2,2025,"0.85","1.49","2.37","4.52",,664238,,2,1,"Top",,,,,,,-3.3005048095911986,-141.46981131882254,-1.8239922869076004,12.19301062355063,37.49724876408321,-12.165279298489681,"3.06","1.42",,,,"96.6",2576,"6.3",778196,665966,671213,666152,608324,596115,680776,692225,677800,"54.19",,,,,,,,4,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",132,"-0.003","0.015",,,,"-0.015",,0,0,0.527,0.473,26,30,26,30,1,0,5,1,5,2,"0.95","0.85","-0.85","30.8",,,,,
"FF","2025-04-24","96.9","2.65","6.1","Crochet, Garrett",668227,676979,,"swinging_strike",,,,,1,"Swinging Strike","R","R","L","BOS","SEA","S",,,0,1,2025,"0.63","1.57","-0.4","2.87",,664238,,2,1,"Top",,,,,,,-9.619621257557533,-140.6169247907052,-6.646191648642793,10.647252541706964,34.41382808550596,-9.969793653860279,"3.35","1.57",,,,"97",2551,"6.7",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.81",,,,,,,,4,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",145,"0.006","-0.056","56.5","6.2",,"0.056",,0,0,0.521,0.479,26,30,26,30,1,0,5,1,5,2,"0.88","0.63","-0.63","34.8",-3.6143585177383075,17.663832866076827,25.107622226909196,29.370543582773678,20.23226626699721
"FF","2025-04-24","97.8","2.72","6.02","Crochet, Garrett",668227,676979,,"called_strike",,,,,3,"Called Strike","R","R","L","BOS","SEA","S",,,0,0,2025,"0.52","1.62","0.32","2.98",,664238,,2,1,"Top",,,,,,,-7.743168089667696,-142.08600620815272,-6.4473674281124245,8.939511541340819,34.85844543479485,-8.896441714728383,"3.26","1.47",,,,"98.2",2585,"6.8",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.75",,,,,,,,4,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",144,"0.005","-0.04",,,,"0.04",,0,0,0.516,0.484,26,30,26,30,1,0,5,1,5,2,"0.78","0.52","-0.52","32.7",,,,,
"CH","2025-04-24","88.2","2.55","5.79","Crochet, Garrett",663728,676979,"strikeout","swinging_strike",,,,,12,"Cal Raleigh strikes out swinging.","R","R","L","BOS","SEA","S",2,,0,2,2025,"1.38","0.86","1.72","2.94",,664238,,1,1,"Top",,,,,,,-4.916272491868874,-128.2968103592107,-2.5421690309149008,16.21271050944036,29.574913239212755,-22.454442123092022,"3.57","1.67",,,,"88.6",2031,"6.8",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.7",,0,"0",1,0,0,,3,3,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",117,"0.023","-0.185","62.6","8.3",,"0.185",,0,0,0.493,0.507,26,28,26,29,1,0,5,1,5,1,"2.1","1.38","-1.38","29.6",25.672128258904834,-26.068014781343265,24.999690329008775,55.12113791241673,45.267595356432665
"FF","2025-04-24","96.2","2.74","5.92","Crochet, Garrett",663728,676979,,"foul",,,,,11,"Foul","R","R","L","BOS","SEA","S",,,0,1,2025,"0.58","1.37","-0.29","3.79",,664238,,1,1,"Top",,,,,,,-9.38814862522195,-139.82891986427902,-3.153598145351682,9.799138331866967,31.984119334736288,-13.730295466749812,"3.57","1.67",240,"83.5",23,"96.6",2385,"6.6",778196,665966,671213,666152,608324,596115,680776,692225,677800,"53.88",,,,,,,,3,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",134,"0.007","-0.052","70.5","6.9",,"0.052","88.0",0,0,0.486,0.514,26,28,26,29,1,0,5,1,5,1,"1.11","0.58","-0.58","29.3",18.81909442973971,-11.203777872123347,25.23453836394826,31.64729755125044,39.95273437547673
